CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,FDR_Beta,Effect_Beta,P_haEWAS,FDR_haEWAS,Effect_haEWAS,Group
cg04677683,Psoriasis,chr20,57426743.0,57426744.0,GNAS;GNAS;GNAS;GNASAS,TSS1500;TSS1500;3'UTR;TSS1500,Island,0.0004099035060084,0.202276132862894,0.0971227480747217,1.97431402021397e-06,0.0338437821459889,-0.0302476550378341,haEWAS-specific
cg05443390,Psoriasis,chr11,1891947.0,1891948.0,LSP1;LSP1;LSP1;LSP1,5'UTR;TSS200;TSS1500;Body,N_Shore,3.61542803237083e-06,0.0450145819916546,0.0953485978932345,7.67371810230808e-05,0.0959910670251429,0.104166424561354,EWAS-specific
cg05504685,Psoriasis,chr17,33700513.0,33700514.0,SLFN11;SLFN11;SLFN11;SLFN11;SLFN11;SLFN11;SLFN11;SLFN11;SLFN11,5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;5'UTR,Island,0.0001152127576925,0.140212193589195,-0.0993235299736906,2.61965114922024e-07,0.0142794443318019,-0.142137655911347,haEWAS-specific
cg05600350,Psoriasis,chr4,4858598.0,4858599.0,,,Island,4.7945736866208e-07,0.0179087285156021,0.582594565818799,0.0002609115814617,0.146890264132801,0.117475288395457,EWAS-specific
cg05892425,Psoriasis,chr14,104800568.0,104800569.0,,,Island,0.0004018053701305,0.201410866655232,0.11788259033827,8.16096813689482e-08,0.011885565325125,-0.119766726665434,haEWAS-specific
cg06822947,Psoriasis,chr22,45312455.0,45312456.0,PHF21B;PHF21B,Body;Body,Island,1.09300294061489e-05,0.0708377260798725,-0.145581678500912,3.06880452353037e-07,0.0139915525864644,0.125675558067481,haEWAS-specific
cg06850442,Psoriasis,chr12,54363943.0,54363944.0,HOTAIR,TSS1500,N_Shelf,0.0101578402164262,0.45299617626012,0.0791040519539906,1.05472472516928e-05,0.0499451511266713,-0.0306358323394713,haEWAS-specific
cg06933370,Psoriasis,chr15,37387523.0,37387524.0,MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2,Body;Body;Body;Body;Body;Body;Body,Island,0.0005590872356032,0.221053392316078,0.0889410412055237,1.0560308085575e-06,0.0238015483844498,-0.0886866886194409,haEWAS-specific
cg07317705,Psoriasis,chr5,170678780.0,170678781.0,RANBP17,Body,,7.13535519679671e-08,0.0082241970280303,0.113209130201993,1.0,1.0,0.0,EWAS-specific
cg07357300,Psoriasis,chr8,76319672.0,76319673.0,,,Island,0.0008018059044736,0.245175381408433,-0.167332438660409,3.62831231052309e-06,0.0377316496521838,-0.150788880418397,haEWAS-specific
cg07360250,Psoriasis,chr5,176830358.0,176830359.0,F12,Body,Island,1.11030889324714e-06,0.0270389012423141,-0.172779053273209,6.6407085548642714e-09,0.0008393102999712,-0.137920374343522,Common
cg07811903,Psoriasis,chr6,145568202.0,145568203.0,,,,9.42102845948261e-05,0.133747751060187,-0.187308030616066,7.7798796568331e-06,0.0469234868058817,0.215747599971825,haEWAS-specific
cg07840541,Psoriasis,chr1,213626018.0,213626019.0,,,,1.32899015282247e-05,0.0749250286781653,-0.140548199500302,4.6150914036342e-06,0.0416818227722143,-0.149548971656551,haEWAS-specific
cg08234878,Psoriasis,chr14,73737095.0,73737096.0,PAPLN,Body,,0.0086025511167315,0.435294537899737,0.0671070204829181,7.86854154317881e-06,0.0469234868058817,-0.0869978816366682,haEWAS-specific
cg08695558,Psoriasis,chr22,46507614.0,46507615.0,MIRLET7A3;LOC400931,TSS1500;Body,,3.06964188626607e-07,0.01748419868837,0.118580834157824,0.0002201814086506,0.136637158743748,0.0858499866261576,EWAS-specific
cg08835221,Psoriasis,chr22,38071607.0,38071608.0,LGALS1,TSS200,N_Shore,5.92665433987954e-05,0.117155494427926,0.19005795433711,4.77018401198311e-07,0.0156383544383394,0.0783069547517514,haEWAS-specific
cg09601175,Psoriasis,chr2,177025608.0,177025609.0,,,Island,0.0001560488250284,0.153200646704945,0.105024557349019,4.2916043597495e-06,0.0416818227722143,0.10578112722,haEWAS-specific
cg09622203,Psoriasis,chr20,43160299.0,43160300.0,PKIG;PKIG;PKIG,TSS200;TSS200;TSS200,N_Shore,0.141068644126851,0.745558616511028,-0.0407435430429162,3.16515891386157e-06,0.0392469132684958,-0.104918162462552,haEWAS-specific
cg10136576,Psoriasis,chr15,76094496.0,76094497.0,,,,0.0001246975476357,0.142706807501217,0.231585326646892,4.60885296273141e-06,0.0405375596723716,0.0253310467003382,haEWAS-specific
cg10300229,Psoriasis,chr8,38324993.0,38324994.0,FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,N_Shore,2.06101607051665e-06,0.0357422143026165,0.300399929567552,1.0,1.0,0.0,EWAS-specific
cg10374009,Psoriasis,chr11,44341361.0,44341362.0,,,Island,3.56504225466876e-06,0.0450145819916546,0.160081764351775,0.0494786139036556,0.562204389649609,0.0610234244665627,EWAS-specific
cg10711475,Psoriasis,chr6,170473165.0,170473166.0,,,N_Shore,3.48028263578028e-05,0.103045439111846,0.0611415647268198,1.94044640558312e-06,0.0338437821459889,-0.0625190478460064,haEWAS-specific
cg10919177,Psoriasis,chr3,44519663.0,44519664.0,ZNF445,TSS1500,S_Shore,4.98073205445676e-06,0.0519122773183363,0.0776212499547372,6.31955550242624e-06,0.0499200121173531,0.110862331377603,haEWAS-specific
cg11018313,Psoriasis,chr15,85360052.0,85360053.0,ALPK3;ALPK3,1stExon;5'UTR,N_Shore,0.0077059350973353,0.42523102540121,0.0510886505106523,1.04149524559353e-05,0.0499451511266713,-0.0508563201921441,haEWAS-specific
cg11047442,Psoriasis,chr8,142852219.0,142852220.0,,,,0.769181633380805,0.970942277231911,-0.0776327263781247,4.95360681365098e-06,0.0415433659426047,0.266915115340789,haEWAS-specific
cg12081303,Psoriasis,chr1,161039681.0,161039682.0,ARHGAP30;ARHGAP30;ARHGAP30;ARHGAP30,1stExon;5'UTR;5'UTR;1stExon,,0.0367783210941591,0.5873211770003,0.0391770433126764,9.94803163934329e-06,0.0497065639534135,-0.0511566138451161,haEWAS-specific
cg12500973,Psoriasis,chr10,43951159.0,43951160.0,ZNF487,Body,Island,0.717408676973636,0.962493808325858,0.0208099249906165,9.23528404302298e-06,0.0480317800811315,-0.0699647338691877,haEWAS-specific
cg12580743,Psoriasis,chr4,15789251.0,15789252.0,CD38,Body,,1.81573522232296e-05,0.0847768521201841,0.166864248101879,1.37162915964063e-06,0.0274797519955802,-0.185832125463854,haEWAS-specific
cg12632264,Psoriasis,chr10,97889379.0,97889380.0,ZNF518A,TSS200,N_Shore,1.8361200560118e-06,0.0356631067375216,0.131635508590133,4.33411533648003e-05,0.0874121901953078,0.111110883576627,EWAS-specific
cg12913887,Psoriasis,chr6,39694468.0,39694469.0,KIF6,TSS1500,S_Shore,0.0060456639490465,0.401152686989094,-0.0885405201613054,9.32348158493923e-06,0.0480317800811315,0.124742037048915,haEWAS-specific
cg13306784,Psoriasis,chr9,139334488.0,139334489.0,INPP5E,TSS1500,Island,5.70248288711696e-07,0.0197785323776971,-0.210502227113971,1.0,1.0,0.0,EWAS-specific
cg13332538,Psoriasis,chr4,4858482.0,4858483.0,,,Island,8.42633515521063e-05,0.129765904074416,0.426227284477872,3.10389692977119e-07,0.0139915525864644,0.126003856685443,haEWAS-specific
cg13346820,Psoriasis,chr5,865318.0,865319.0,BRD9;BRD9;BRD9,Body;Body;Body,Island,8.94154665926026e-06,0.0648031254054271,0.114000090972923,4.32250919425803e-06,0.0389694735781034,-0.100175394246917,haEWAS-specific
cg13446584,Psoriasis,chr7,74024953.0,74024954.0,,,S_Shelf,0.0007061840159445,0.236487390282962,-0.140757930290097,2.51818641733288e-06,0.0338437821459889,0.115345331894689,haEWAS-specific
cg13568432,Psoriasis,chr8,61789077.0,61789078.0,,,,0.245548151811764,0.820115795386739,-0.0577348613486509,4.7479233247655e-06,0.0416818227722143,-1.56834313881683,haEWAS-specific
cg13654836,Psoriasis,chr17,55365912.0,55365913.0,MSI2;MSI2,Body;Body,,6.96968858950463e-06,0.0615330995677434,0.186578521500774,2.33691953784009e-06,0.0367693708434625,0.205496045505822,haEWAS-specific
cg13863525,Psoriasis,chr6,160355325.0,160355326.0,,,,4.61193085191567e-05,0.111131710114295,-0.146229711002044,1.801432415534e-07,0.0139915525864644,0.111869096650131,haEWAS-specific
cg14005246,Psoriasis,chr14,54413671.0,54413672.0,,,Island,0.003252876092356,0.348680312207057,0.13192281842347,5.66493608951868e-06,0.0422987232495238,-0.0414458254734171,haEWAS-specific
cg14077111,Psoriasis,chr5,68505736.0,68505737.0,CENPH,3'UTR,,3.01833561645533e-05,0.0973567682681644,-0.193027093924141,2.62777585231973e-06,0.0338437821459889,0.130842703921373,haEWAS-specific
cg14107382,Psoriasis,chr12,101189608.0,101189609.0,ANO4,5'UTR,,5.01454829226521e-05,0.112936839185904,0.186950167810423,5.82452331374582e-07,0.0184038433898312,0.227709687405913,haEWAS-specific
cg14139633,Psoriasis,chr9,131103210.0,131103211.0,SLC27A4,5'UTR,Island,0.288887481858196,0.842781290531349,-0.0601777655627714,4.08057905000892e-06,0.0377316496521838,0.0235187648420269,haEWAS-specific
cg14190151,Psoriasis,chr2,14778017.0,14778018.0,FAM84A,3'UTR,S_Shelf,0.0002060768195546,0.166883017524546,-0.137392448674695,6.0995354809813e-06,0.0492071589400373,-0.149126580840079,haEWAS-specific
cg14339750,Psoriasis,chr3,52271331.0,52271332.0,TWF2,Body,N_Shore,0.0006172611071747,0.225021382932916,0.0657970174073617,9.98258233518158e-06,0.0497065639534135,-0.0403510324141365,haEWAS-specific
cg15042142,Psoriasis,chr15,101563871.0,101563872.0,LRRK1,Body,,0.0001303846146415,0.143239298696341,0.232376534769527,8.74618342475352e-06,0.0480317800811315,-0.110947248582177,haEWAS-specific
cg15257224,Psoriasis,chr19,1119584.0,1119585.0,SBNO2;SBNO2,Body;Body,Island,8.7972919613044e-07,0.0266985164918394,0.173240788486709,1.0,1.0,0.0,EWAS-specific
cg15568145,Psoriasis,chr1,14113203.0,14113204.0,PRDM2;PRDM2;PRDM2;PRDM2,Body;3'UTR;Body;3'UTR,,0.0002586651682515,0.176159686401266,-0.162446160996194,8.46756896373055e-06,0.0477119726895554,0.161547880067025,haEWAS-specific
cg15580355,Psoriasis,chr3,183003859.0,183003860.0,MCF2L2,Body,,1.06520659355308e-06,0.0270389012423141,0.182104691474273,4.61314009940723e-07,0.0156383544383394,0.119772271631174,Common
cg15643035,Psoriasis,chr11,130424069.0,130424070.0,,,,0.0015177463485615,0.29006874764007,-0.161799120826307,5.78747335058359e-06,0.0422987232495238,0.127991668089471,haEWAS-specific
cg16054590,Psoriasis,chr1,179846986.0,179846987.0,TOR1AIP2;TOR1AIP2,TSS200;TSS200,Island,2.87396335469366e-06,0.0387647362189468,-0.141568898898182,1.0,1.0,0.0,EWAS-specific
cg16085531,Psoriasis,chr16,54322938.0,54322939.0,,,Island,0.0060367163222972,0.401152686989094,0.0558099636895913,4.83006001189052e-06,0.041471700272094,-0.0702533050010333,haEWAS-specific
cg16117334,Psoriasis,chr14,91744409.0,91744410.0,CCDC88C,Body,,3.04717824815035e-05,0.0973567682681644,0.180533113985089,1.31847829323795e-06,0.0294071847372859,0.357291114976918,haEWAS-specific
cg16360987,Psoriasis,chr14,96829588.0,96829589.0,ATG2B;ATG2B,1stExon;5'UTR,Island,0.120488487146055,0.726471884411039,0.0825003140564279,9.4860918893713e-07,0.0228057664736879,-0.0111516343008721,haEWAS-specific
cg16401850,Psoriasis,chr14,106445160.0,106445161.0,,,,1.97138761407629e-06,0.0357422143026165,0.148911018130218,1.0,1.0,0.0,EWAS-specific
cg16452086,Psoriasis,chr18,77160030.0,77160031.0,NFATC1;NFATC1;NFATC1;NFATC1;NFATC1,TSS1500;Body;5'UTR;TSS1500;Body,Island,0.0001043077163197,0.136331849405865,-0.138154560316243,3.03618970269268e-06,0.0392469132684958,-0.101880633521927,haEWAS-specific
cg16512868,Psoriasis,chr14,75760996.0,75760997.0,,,Island,6.53746711478743e-07,0.0211629577946476,0.232808465576864,1.0,1.0,0.0,EWAS-specific
cg16627911,Psoriasis,chr7,157867015.0,157867016.0,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,,0.0007324460074917,0.238252114509753,-0.25721293384371,6.12447334757567e-06,0.0424731048871037,0.201177419898887,haEWAS-specific
cg16803232,Psoriasis,chr16,29196538.0,29196539.0,,,Island,2.64764490901745e-06,0.037183777776668,0.294668566205766,1.24261822015277e-07,0.0117789645015611,0.476681689433133,Common
cg17091361,Psoriasis,chr17,15245076.0,15245077.0,TEKT3,TSS200,Island,6.8692705142585e-06,0.0615330995677434,0.381441310770817,2.59020831659288e-06,0.0377738048680483,0.302800324984594,haEWAS-specific
cg17255302,Psoriasis,chr12,52828461.0,52828462.0,KRT75,TSS1500,,2.45577362128886e-09,0.0011924671877045,-0.262014524618439,3.70696938333622e-09,0.000702778376601,-0.304685068537749,Common
cg17390562,Psoriasis,chr6,159238463.0,159238464.0,EZR;EZR,Body;Body,N_Shore,0.0032951239616788,0.34920043822351,0.0788896264982946,9.15632061317072e-06,0.0480317800811315,0.0758253826910452,haEWAS-specific
cg17684202,Psoriasis,chr4,4874548.0,4874549.0,,,S_Shore,0.0028960065086059,0.340133919075102,0.15885631915099,7.93727644732746e-06,0.0469234868058817,-0.0192123869272638,haEWAS-specific
cg17803993,Psoriasis,chr3,71276214.0,71276215.0,FOXP1;FOXP1,5'UTR;5'UTR,,0.0772157019588526,0.673721772342534,0.0408171216462124,9.25052274268441e-06,0.0480317800811315,-0.0551814517155729,haEWAS-specific
cg18033628,Psoriasis,chr17,17655229.0,17655230.0,RAI1,5'UTR,,1.8018253877542e-07,0.012498928090136,0.148092370135976,9.54613416623859e-05,0.103454846173663,0.114246716561156,EWAS-specific
cg18351607,Psoriasis,chr10,124739543.0,124739544.0,PSTK,TSS200,N_Shore,0.0004737907664716,0.212038616600019,-0.150919819559396,3.93758659448347e-06,0.0377316496521838,-0.0718985774204647,haEWAS-specific
cg18411043,Psoriasis,chr1,31221135.0,31221136.0,LAPTM5,Body,,4.35323031392292e-07,0.0176152376345313,0.127590213506009,2.87394667005061e-06,0.0389179593963003,0.11749059276631,Common
cg18517369,Psoriasis,chr2,231899207.0,231899208.0,,,N_Shelf,4.90417094298129e-05,0.112071754282368,-0.150974882945901,3.96541928368632e-06,0.0377316496521838,0.084327567696123,haEWAS-specific
cg19035232,Psoriasis,chr20,51589985.0,51589986.0,TSHZ2,Body,Island,0.120213817175367,0.726145255960874,0.116934437665547,1.06643760776712e-05,0.0499451511266713,0.136287352238169,haEWAS-specific
cg19040509,Psoriasis,chr17,72199640.0,72199641.0,RPL38;RPL38,TSS200;TSS200,N_Shore,0.0097417270163214,0.448678924205328,-0.0692125908550341,5.65507775706641e-06,0.0422987232495238,-0.057672667061902,haEWAS-specific
cg19543296,Psoriasis,chr12,8799841.0,8799842.0,MFAP5,3'UTR,,0.0001106648766425,0.138019669838365,0.210578262286029,2.59169481874936e-06,0.0338437821459889,-0.231364901476486,haEWAS-specific
cg19767562,Psoriasis,chr7,100224437.0,100224438.0,TFR2,Body,Island,0.0001385879490328,0.146101936212026,-0.175940083954178,5.36127363347037e-07,0.0184038433898312,-0.173046819420841,haEWAS-specific
cg20583430,Psoriasis,chr4,4858814.0,4858815.0,,,Island,4.19686854810238e-05,0.111131710114295,0.249806098349191,3.61243856327044e-06,0.0392469132684958,0.184881817733646,haEWAS-specific
cg20596329,Psoriasis,chr11,67895842.0,67895843.0,,,Island,1.32699397082154e-05,0.0749250286781653,-0.224818994215036,4.6024281350875e-06,0.0416818227722143,-0.213908032121585,haEWAS-specific
cg20625138,Psoriasis,chr1,7913667.0,7913668.0,UTS2;UTS2,TSS1500;TSS200,,9.09354350271749e-05,0.133747751060187,-0.152040682827801,2.36412345854415e-07,0.0142794443318019,-0.202854100107462,haEWAS-specific
cg21040094,Psoriasis,chr17,78475995.0,78475996.0,,,,0.0265764433031082,0.549379070129181,-0.071484602833987,5.44900928156314e-06,0.0459128678500704,-0.295730885257183,haEWAS-specific
cg21617494,Psoriasis,chr15,57618479.0,57618480.0,,,Island,1.34241891502282e-05,0.0749250286781653,0.240133072661127,7.09942866081216e-07,0.0207066305200423,0.452236031711492,haEWAS-specific
cg21679674,Psoriasis,chr2,128283815.0,128283816.0,IWS1;IWS1,1stExon;5'UTR,Island,0.750222434532023,0.967619534135398,0.0194888047118727,2.60602011088381e-07,0.0139915525864644,0.0210306970634938,haEWAS-specific
cg21802055,Psoriasis,chr4,4868794.0,4868795.0,,,Island,3.60890833308921e-05,0.104934304290806,0.260635429194879,5.5699445551554e-07,0.0184038433898312,0.22889914449174,haEWAS-specific
cg22679949,Psoriasis,chr8,113655561.0,113655562.0,CSMD3;MIR2053;CSMD3;CSMD3,Body;TSS200;Body;Body,,2.35485067956659e-05,0.0922146232606375,-0.195451327901479,1.70632988974589e-06,0.0323491139487696,-0.220177977725347,haEWAS-specific
cg22842860,Psoriasis,chr11,113348189.0,113348190.0,,,S_Shore,2.48379355936958e-05,0.0946208553947713,0.159216051600875,3.58657717880979e-06,0.0392469132684958,0.150472920816828,haEWAS-specific
cg22879667,Psoriasis,chr4,4868441.0,4868442.0,,,Island,0.0002015091956136,0.165217465210885,0.145434851646577,3.26099208171353e-06,0.0392469132684958,0.133778181575724,haEWAS-specific
cg23060239,Psoriasis,chr1,155294612.0,155294613.0,RUSC1;RUSC1;C1orf104;RUSC1;RUSC1,Body;Body;TSS1500;Body;5'UTR,Island,9.74781641807609e-07,0.0270389012423141,0.162873369983338,1.0,1.0,0.0,EWAS-specific
cg23072086,Psoriasis,chr1,21606767.0,21606768.0,ECE1;ECE1;ECE1;ECE1,TSS1500;Body;Body;Body,,6.29608795970917e-05,0.121319328685388,0.124598673616004,1.48754501149959e-06,0.0282335260264195,-0.0381631466827356,haEWAS-specific
cg23330385,Psoriasis,chr2,187385911.0,187385912.0,,,,0.13035270888338,0.735633992610234,-0.0417559991907157,9.354742715207547e-11,3.54700037635439e-05,-0.255986241908861,haEWAS-specific
cg23463533,Psoriasis,chr7,154473289.0,154473290.0,DPP6;DPP6;DPP6,Body;Body;Body,,4.20824250700878e-06,0.0510856442956451,0.281520331744901,3.62279836377036e-06,0.0392469132684958,0.389251256144797,haEWAS-specific
cg23489137,Psoriasis,chr2,161290449.0,161290450.0,RBMS1;RBMS1,Body;Body,,0.0005100371067542,0.218376894107121,-0.341811150170687,3.78297841916412e-06,0.0377316496521838,0.310124553039246,haEWAS-specific
cg23536138,Psoriasis,chr8,22084861.0,22084862.0,PHYHIP;PHYHIP,Body;Body,,8.66826365776296e-08,0.0082241970280303,0.157453034365028,6.4116078270533e-05,0.0947220156333999,0.128134256593842,EWAS-specific
cg24399959,Psoriasis,chr7,82792053.0,82792054.0,PCLO;PCLO;PCLO;PCLO,5'UTR;1stExon;1stExon;5'UTR,Island,0.0100732653364947,0.452148822545674,-0.152373012872443,9.20667776884094e-06,0.0480317800811315,-0.161321394806997,haEWAS-specific
cg24667405,Psoriasis,chr11,27495393.0,27495394.0,LGR4,TSS1500,S_Shore,2.58703762385214e-06,0.037183777776668,0.217275890035905,2.36214120534731e-06,0.0338437821459889,-0.181387179620378,Common
cg25025437,Psoriasis,chr5,75377968.0,75377969.0,SV2C,TSS1500,Island,1.89271627818871e-05,0.0864022547678706,-0.20081064956122,8.28885060601703e-06,0.0474463018522422,-0.061477640703983,haEWAS-specific
cg25187967,Psoriasis,chr11,77024606.0,77024607.0,,,,2.68017682506251e-06,0.037183777776668,0.189895822163081,1.0,1.0,0.0,EWAS-specific
cg25314885,Psoriasis,chr1,113257602.0,113257603.0,PPM1J,1stExon,Island,2.29081941853576e-06,0.037078974026478,-0.168947866855836,0.0721703683572187,0.609566322719918,0.0050946549006109,EWAS-specific
cg25921512,Psoriasis,chr19,36347698.0,36347699.0,KIRREL2;KIRREL2;KIRREL2,TSS200;TSS200;TSS200,Island,0.0025808080787884,0.331452451048597,0.150339404398133,5.95213488247719e-06,0.0490618951054206,0.0493274751883702,haEWAS-specific
cg26161004,Psoriasis,chr8,11413186.0,11413187.0,BLK,Body,,0.0013368403262137,0.28038683131836,0.0916652913266275,7.61444569594104e-06,0.0469234868058817,-0.0913186532163463,haEWAS-specific
cg26206948,Psoriasis,chr5,172663731.0,172663732.0,NKX2-5;NKX2-5;NKX2-5,TSS1500;TSS1500;TSS1500,Island,1.55646199825093e-06,0.0328600933793344,0.130279087387916,2.24321055886538e-06,0.0367693708434625,0.129683819399424,Common
cg26443127,Psoriasis,chr10,31987230.0,31987231.0,,,,4.10060291523488e-07,0.0176152376345313,0.183471088750403,5.00700141690493e-07,0.0184038433898312,0.202955721916615,Common
cg26747293,Psoriasis,chr5,38258670.0,38258671.0,EGFLAM;EGFLAM,1stExon;5'UTR,Island,2.47600115765752e-06,0.037183777776668,0.229267640015194,5.72871725627348e-08,0.011885565325125,0.0285901078956763,Common
cg26781392,Psoriasis,chr6,126984891.0,126984892.0,,,,0.00036246194317,0.196677375951289,-0.15040392943556,9.03570762895431e-07,0.0228057664736879,0.158165545391842,haEWAS-specific
