CpG_ID,Phenotype,seqnames,start,end,gene_name,gene_region,relation_to_island,P_Beta,FDR_Beta,Effect_Beta,P_haEWAS,FDR_haEWAS,Effect_haEWAS,Group
cg16427420,Preeclampsia,chr17,74526161.0,74526162.0,CYGB,Body,,0.0001364804082845,0.159892844937323,-0.169599898244779,8.99321116628212e-07,0.0226503694156775,-0.221912847594987,haEWAS-specific
cg16576930,Preeclampsia,chr8,61197710.0,61197711.0,,,S_Shelf,0.0013516877750117,0.297912652737839,0.850953684199889,4.16840970151857e-06,0.0337380706512717,-0.666874161930352,haEWAS-specific
cg16741128,Preeclampsia,chr2,64860886.0,64860887.0,SERTAD2,3'UTR,,3.46859075977219e-06,0.0561347478986172,-0.25555153448551,3.07297099521785e-06,0.0361147446729596,-0.303601868613653,haEWAS-specific
cg17952262,Preeclampsia,chr4,683240.0,683241.0,MFSD7,TSS1500,S_Shore,0.0001317280920567,0.158698683450783,-0.134494085092635,6.11739857557989e-06,0.0499692015097722,-0.169854967346613,haEWAS-specific
cg18100153,Preeclampsia,chr13,101186537.0,101186538.0,A2LD1,TSS1500,S_Shore,6.12211911194452e-06,0.0644016577770964,-0.136374908215212,2.3517608273853e-07,0.008009957924448,0.143441260991544,haEWAS-specific
cg18983818,Preeclampsia,chr17,21176176.0,21176177.0,,,N_Shelf,5.57891535859173e-06,0.0644016577770964,-0.162412578072945,1.68188761380631e-08,0.0019351070066489,0.212257645078847,haEWAS-specific
cg19360212,Preeclampsia,chr10,123731471.0,123731472.0,NSMCE4A;NSMCE4A,Body;Body,N_Shelf,2.40770199493898e-08,0.005844841054834,-1.36536564364256,1.05624364267035e-08,0.0018229022470479,1.32704537646996,Common
cg19524238,Preeclampsia,chr7,2802976.0,2802977.0,GNA12,Body,S_Shore,0.0034893247217412,0.380589110594752,-0.191856754599634,3.73859860318433e-06,0.0389160342144722,-0.348790055332803,haEWAS-specific
cg20438663,Preeclampsia,chr12,49213081.0,49213082.0,CACNB3,Body,S_Shore,0.0022745308290687,0.341758388855087,-0.0912172601529872,6.85502313318104e-06,0.0439380539462488,0.096081668815868,haEWAS-specific
cg21143896,Preeclampsia,chr7,2802374.0,2802375.0,GNA12,Body,N_Shore,0.010264031328798,0.488224784805267,-0.208159887764837,3.60176163861827e-07,0.008321558890359,-0.111394358113801,haEWAS-specific
cg21173402,Preeclampsia,chr8,610095.0,610096.0,,,,1.23673283730099e-07,0.0087907165690584,-0.549621878558496,2.01333064577769e-07,0.007721503322346,0.450025341343771,Common
cg21245717,Preeclampsia,chr15,43585934.0,43585935.0,TGM7,Body,,5.63279683674294e-07,0.0231020147930988,0.261323750225438,5.4668632027802405e-09,0.0018229022470479,-0.0452407673901114,Common
cg21289191,Preeclampsia,chr7,47694745.0,47694746.0,C7orf65,TSS200,,0.0002294717742548,0.185995492591042,-0.10803613683926,1.38557014134131e-06,0.0183943495760137,0.166919240941446,haEWAS-specific
cg21712331,Preeclampsia,chr13,99630489.0,99630490.0,DOCK9;DOCK9;DOCK9;DOCK9,Body;Body;TSS200;TSS200,,2.89095772746561e-05,0.097459136386024,-0.254145478383542,4.49505523131937e-06,0.0399428415145171,-0.277719727969719,haEWAS-specific
cg21842199,Preeclampsia,chr17,16282410.0,16282411.0,,,N_Shore,0.0003429225130644,0.21110222271665,-0.115953631460055,3.05193784981168e-06,0.0270109803027166,0.154707712124472,haEWAS-specific
cg21994818,Preeclampsia,chr8,96805352.0,96805353.0,,,,0.0057143475277441,0.429340360625646,0.172873395572563,2.61685811844903e-06,0.0252950309782481,-0.201703030570519,haEWAS-specific
cg22101701,Preeclampsia,chr11,853761.0,853762.0,TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4,5'UTR;Body;Body;Body;Body;Body;Body,S_Shelf,5.58611439468361e-06,0.0644016577770964,-0.12215302073973,2.76099119585594e-06,0.0361147446729596,-0.134835892622032,haEWAS-specific
cg22378252,Preeclampsia,chr6,10521452.0,10521453.0,GCNT2,TSS200,,3.23555293885758e-05,0.0987987282044416,-0.297408689307929,7.14463974273893e-07,0.0117433041241998,-0.143074449080279,haEWAS-specific
cg22702741,Preeclampsia,chr7,133706550.0,133706551.0,EXOC4,Body,,0.0093584249499375,0.476884455253023,-0.0744574567225526,6.62178683418348e-06,0.0439380539462488,0.103016933444109,haEWAS-specific
cg22862634,Preeclampsia,chr11,62369728.0,62369729.0,EML3;MTA2,3'UTR;TSS1500,Island,5.9969272276736e-06,0.0644016577770964,-0.202869081524597,3.65735709269109e-06,0.0389160342144722,-0.159120424526265,haEWAS-specific
cg23274561,Preeclampsia,chr1,156084271.0,156084272.0,LMNA;LMNA;LMNA,TSS200;TSS200;TSS200,N_Shore,3.15668453141979e-05,0.0976183579757124,0.175448371594595,3.04094133656578e-06,0.0361147446729596,0.174503863783007,haEWAS-specific
cg23369305,Preeclampsia,chr2,240835252.0,240835253.0,,,,5.23905826050765e-06,0.0644016577770964,0.477778426827571,3.89742536095171e-06,0.0390740140357863,0.540610588273771,haEWAS-specific
cg24197567,Preeclampsia,chr7,116346853.0,116346854.0,MET;MET,Body;Body,,3.45592593974271e-05,0.101690516051901,-0.231785936498062,1.71916890231006e-06,0.0284697495984186,-0.198628507638191,haEWAS-specific
cg24531955,Preeclampsia,chr8,23154691.0,23154692.0,LOXL2,3'UTR,,6.86488420651943e-06,0.0666596732175132,0.229596302177791,1.95282232214683e-06,0.022362729841347,-0.139780774604541,haEWAS-specific
cg24657503,Preeclampsia,chr11,63687154.0,63687155.0,,,S_Shore,5.84058513272555e-05,0.114724650872055,-0.146782804798498,1.19237700065521e-06,0.0178943127037025,-0.0661828360482258,haEWAS-specific
cg25252598,Preeclampsia,chr12,6641602.0,6641603.0,,,N_Shore,2.5891441474697e-06,0.0549484861081385,-0.17581286046693,6.75781243040927e-07,0.0116628692158354,-0.13018839163609,haEWAS-specific
cg25640389,Preeclampsia,chr10,89120439.0,89120440.0,FAM22D,Body,,0.0008863560453767,0.271677080999335,-0.092005746938856,9.16933247785198e-06,0.0494523591153553,0.131645676553434,haEWAS-specific
cg25976672,Preeclampsia,chr2,235907796.0,235907797.0,SH3BP4,5'UTR,,0.0011954118770213,0.293164696562966,-0.18374880839973,2.93800509820412e-06,0.0361147446729596,-1.17564746419841,haEWAS-specific
cg26186546,Preeclampsia,chr10,123913451.0,123913452.0,TACC2;TACC2,Body;Body,,2.26047693391287e-06,0.0546313350320957,-0.1255786849078,4.21667152641076e-06,0.0337380706512717,0.0973251100708963,haEWAS-specific
cg26234233,Preeclampsia,chr11,11431532.0,11431533.0,GALNTL4,Body,,0.161546842173014,0.808392779215424,-0.283286544689943,1.98262373364336e-06,0.022362729841347,0.230781943973099,haEWAS-specific
cg26242334,Preeclampsia,chr10,22964282.0,22964283.0,PIP4K2A,Body,,0.000442151656058,0.223149620411715,-0.0676173091179682,2.13800880375137e-06,0.022362729841347,0.0947352044992245,haEWAS-specific
cg26300461,Preeclampsia,chr10,32401032.0,32401033.0,,,S_Shore,2.58429858075371e-05,0.097459136386024,0.347257148220698,6.58348522872241e-06,0.0499692015097722,0.375871130962687,haEWAS-specific
cg26317555,Preeclampsia,chr5,34490653.0,34490654.0,,,,2.42939958529777e-05,0.0958945245087067,-0.226090099734291,3.77374908526406e-06,0.0325643412628335,0.188660372428995,haEWAS-specific
cg26644853,Preeclampsia,chr16,57406257.0,57406258.0,CX3CL1,TSS200,,0.0002604818050759,0.194986331278394,-0.209870339252043,4.34511225996327e-07,0.0182144054611919,-0.291090254956048,haEWAS-specific
cg27629453,Preeclampsia,chr4,153943474.0,153943475.0,,,,2.27655593470691e-06,0.0546313350320957,-0.225344587743321,2.8705800787631e-06,0.0361147446729596,-0.282072553752594,haEWAS-specific
cg27639575,Preeclampsia,chr16,89034178.0,89034179.0,CBFA2T3,Body,Island,1.65716967696372e-06,0.0473279861295301,-0.43534419896907,0.0017739337294383,0.284151001203235,-0.248388602663497,EWAS-specific
